match_key,Classic,category_igdb,last_played,matches,genre_metacritic,steamdb_flag,topCriticScore,age,Finished,numReviews,comp_lvl_combine_hltb,Genres,glicko,game_engines_igdb,age_ratings_igdb,franchise_igdb,soulslike,invested_co_hltb,Companies,similar_games_igdb,raw_score,glicko_rd,count_playing_hltb,comp_plus_hltb,genres_igdb,releaseDate_metacritic,review_score_hltb,Platforms,release_calendar_date_igdb,invested_mp_count_hltb,game_name_hltb,game_id_hltb,2nd_match,name_igdb,first_match,hasLootBoxes,Name_steamdb,Trials,developer_metacritic,count_review_hltb,comp_lvl_mp_hltb,count_retired_hltb,baseGame,dropped,comp_100_count_hltb,count_comp_hltb,themes_igdb,thumbnailUrl_metacritic,comp_100_hltb,count_speedrun_hltb,rating_count_igdb,profile_platform_hltb,userScore_metacritic,elo,title_metacritic,opencritic_flag,medianScore,Release_steamdb,aggregated_rating_count_igdb,played,comp_main_hltb,percentile,keywords_igdb,invested_co_count_hltb,release_date,firstReleaseDate,game_modes_igdb,comp_all_hltb,comp_lvl_co_hltb,metaScore_metacritic,Title,comp_main_count_hltb,id_igdb,comp_plus_count_hltb,profile_popular_hltb,involved_companies_igdb,isMajorTitle,model_score,Rating_opencritic,comp_all_count_hltb,first_release_date_igdb,numTopCriticReviews,rating_igdb,My Rating,percentRecommended,metacritic_url,hypes_igdb,genre_mc_clean,game_image_hltb,platform_metacritic,aggregated_rating_igdb,count_backlog_hltb,comp_lvl_sp_hltb,game_alias_hltb,Unnamed: 0,game_type_hltb,description_metacritic,tier,Rating_steamdb,release_world_hltb,trials,OCid,invested_mp_hltb,game_name_date_hltb,igdb_flag,metacritic_flag
,0.0,0.0,1/1/2012,,Auto Racing Sim,1.0,,4833.0,1.0,,0.0,{},1011.1788188238828,[],"[27533, 67894, 190189]",,0.0,0.0,{},"[97, 98, 100, 101, 1594, 3047, 3072, 3073, 8558, 78511]",1100.6567807859383,105.253508315058,5.0,259576.0,"[10, 13, 14]",2011-10-11T00:00:00,83.0,,10/11/2011,2.0,Forza Motorsport 4,3665.0,,Forza Motorsport 4,,,,15.0,Turn 10,127.0,1.0,81.0,,,8.0,268.0,[],,1028940.0,0.0,67.0,Xbox 360,83.0,930.7675336425164,,1.0,,,11.0,1.0,106012.0,,"[155, 271, 401, 1293, 1678, 2478, 3224, 4180, 4205, 4221, 4239, 4282, 4438, 4473, 4578, 4647, 4869, 4890, 5333, 5348, 5572, 5789, 5909, 6137, 6832, 8281, 9077, 9951, 9952, 11208, 11750, 11782, 11894]",0.0,10/11/2011,,"[1, 2, 4]",205429.0,1.0,91.0,Forza Motorsport 4,39.0,3068.0,26.0,41.0,"[7776, 7777]",,3.378372077,,73.0,1318291200.0,,83.17519599,3.0,,https://www.metacritic.com/game/forza-motorsport-4/,,Auto Racing Sim,3665_Forza_Motorsport_4.jpg,PC,85.71428571,314.0,1.0,,201.0,game,Forza Motorsport 4 is the biggest entry in the series to date. Hundreds of the world’s most exciting cars spanning more than eighty manufacturers. The best driving circuits in the world. Bringing you closer to the cars of your dreams. Online features that redefine online community. Forza Motorsport 4 promises to be an entirely new car ex...,,,2011.0,0.0,,81000.0,0.0,1.0,1.0
Sonic Generations Collection: ,0.0,0.0,4/23/2014,Sonic Generations Collection: ,3D Platformer,1.0,,4812.0,1.0,,0.0,{},964.334551526614,[497],"[28374, 29431, 90822, 91467]",,0.0,0.0,{},"[533, 1006, 1377, 1991, 2033, 3025, 3042, 5647, 16992, 19441]",987.3631683409191,107.5680474222079,84.0,37979.0,"[8, 31]",2011-11-01T00:00:00,77.0,,11/1/2011,1.0,Sonic Generations,8763.0,,Sonic Generations,Sonic Generations Collection: ,,Sonic Generations Collection: ,13.0,Sonic Team,1217.0,1.0,551.0,,,194.0,4383.0,"[1, 35]",,84899.0,2.0,214.0,"Nintendo 3DS, PC, PlayStation 3, Xbox 360",85.0,947.7283975619956,,1.0,,11/1/2011,13.0,1.0,19821.0,,"[21, 170, 250, 390, 589, 826, 1158, 1293, 1299, 1953, 2071, 2141, 2152, 3486, 3831, 4004, 4134, 4135, 4150, 4151, 4162, 4245, 4287, 4333, 4388, 4455, 4465, 4484, 4578, 4583, 4623, 4681, 4711, 4841, 4869, 4918, 4940, 5603, 5657, 5699, 5783, 5801, 6083, 6094, 6385, 6487, 6746, 6765, 6778, 7224, 7369, 9275, 9364, 9529, 9737, 9951, 9952, 11208, 11390, 11768, 11782, 12119, 24801]",0.0,11/1/2011,,[1],30895.0,1.0,77.0,Sonic Generations,640.0,506.0,372.0,668.0,"[105789, 105790, 105791]",,3.235812806,,1206.0,1320105600.0,,77.99969922,3.0,,https://www.metacritic.com/game/sonic-generations/,,3D Platformer,250px-Sonic_Generations_Logo.jpg,PC,75.1,6815.0,1.0,Sonic Generations Collection,202.0,game,"Set across three defining eras from 20 years of Sonic the Hedgehog video game history, the instantly recognisable environments of Sonic Generations have been re-built in stunning HD and are now playable in both classic side scrolling 2D from 1991, as well as modern 3D style found in Sonic's most recent adventures. Each incarnation of Son...",,0.9149,2011.0,0.0,,6000.0,0.0,1.0,1.0
The Elder Scrolls V: Skyrim,1.0,0.0,5/9/2020,"The Elder Scrolls V: Skyrim, The Elder Scrolls V: Skyrim VR, The Elder Scrolls V: Skyrim Special Edition",Western RPG,1.0,75.5,4803.0,1.0,46.0,0.0,{},1533.0445604194265,[95],"[55864, 96218, 117271, 188404, 192433, 192434, 192435]",,0.0,720000.0,{},"[16, 20, 56, 59, 121, 533, 538, 1081, 3025, 9630]",1527.063672421254,89.95367879041629,186.0,394027.0,"[12, 31]",2011-11-11T00:00:00,86.0,"[{'id': 31, 'name': 'PlayStation VR', 'shortName': 'PSVR', 'imageSrc': 'https://c.opencritic.com/images/platforms/psvr.png', 'releaseDate': '2017-11-17T00:00:00.000Z'}, {'id': 30, 'name': 'HTC Vive', 'shortName': 'Vive', 'imageSrc': 'https://c.opencritic.com/images/platforms/vive.png', 'releaseDate': '2018-04-02T00:00:00.000Z'}, {'id': 29, 'name': 'Meta Quest', 'shortName': 'Quest', 'imageSrc': 'https://c.opencritic.com/images/platforms/oculus.png', 'releaseDate': '2018-04-02T00:00:00.000Z'}, {'id': 6, 'name': 'PlayStation 4', 'shortName': 'PS4', 'imageSrc': 'https://c.opencritic.com/images/platforms/ps4.png', 'releaseDate': '2017-11-17T00:00:00.000Z'}]",11/10/2011,0.0,The Elder Scrolls V: Skyrim,9859.0, The Elder Scrolls V: Skyrim VR,The Elder Scrolls V: Skyrim,The Elder Scrolls V: Skyrim,False,The Elder Scrolls V: Skyrim,20.0,Bethesda Game Studios,3598.0,0.0,3282.0,,,951.0,15484.0,"[1, 17, 23, 33, 38]",,845001.0,32.0,3542.0,"PC, PlayStation 3, Xbox 360",86.0,1115.6332740113808,,1.0,80.0,11/1/2011,13.0,1.0,124536.0,63.0,"[22, 96, 129, 151, 159, 211, 221, 226, 236, 371, 497, 510, 577, 592, 623, 701, 758, 1068, 1158, 1293, 1302, 1320, 1322, 1345, 1494, 1523, 1675, 1710, 1716, 1886, 1887, 1953, 2071, 2111, 2141, 2177, 2229, 2452, 2488, 2628, 2668, 3222, 3433, 3486, 3502, 3586, 4132, 4135, 4138, 4150, 4221, 4224, 4235, 4245, 4249, 4275, 4284, 4285, 4287, 4345, 4357, 4359, 4392, 4399, 4407, 4438, 4486, 4580, 4613, 4637, 4681, 4711, 4776, 4781, 4787, 4843, 4850, 4855, 4869, 4878, 4879, 4883, 4891, 4918, 4956, 5124, 5209, 5323, 5348, 5422, 5453, 5488, 5517, 5533, 5542, 5564, 5659, 5730, 5783, 5818, 5820, 5836, 5850, 5909, 5911, 5999, 6083, 6189, 6210, 6493, 6539, 6653, 6687, 6702, 6716, 6733, 7048, 7080, 7221, 7351, 7396, 7440, 7473, 7476, 7503, 7576, 7610, 7698, 8099, 8196, 9567, 9661, 9667, 9738, 9900, 9951, 9952, 9989, 10006, 10048, 10269, 10814, 11501, 11750, 11782, 12300, 12306, 12311, 17092, 23856, 23933]",1.0,11/10/2011,2017-11-17T00:00:00.000Z,[1],409979.0,0.0,96.0,The Elder Scrolls V: Skyrim,1137.0,472.0,2262.0,1270.0,"[3719, 95350]",True,4.662959419,{'imageSrc': 'http://www.esrb.org/images/ratingsymbol_m.png'},4350.0,1320883200.0,36.0,87.54529621,4.5,50.0,https://www.metacritic.com/game/the-elder-scrolls-v-skyrim/,,Western RPG,9859_The_Elder_Scrolls_V_Skyrim.jpg,PC,79.91666667,14273.0,1.0,,203.0,game,"The next chapter in the Elder Scrolls saga arrives from the Bethesda Game Studios. Skyrim reimagines the open-world fantasy epic, bringing to life a complete virtual world open for you to explore any way you choose. Play any type of character you can imagine, and do whatever you want; the legendary freedom of choice, storytelling, and ad...",Strong,0.9386,2011.0,0.0,5111.0,0.0,0.0,1.0,1.0
Sea of Stars,0.0,0.0,,Sea of Stars,JRPG,1.0,88.79220779,4796.0,0.0,132.0,0.0,{},1200.0,[],,,0.0,0.0,{},"[5589, 6665, 7352, 9081, 9254, 11464, 13892, 27209, 60224, 119207]",1248.3049550954759,350.0,133.0,126560.0,[33],2023-08-29T00:00:00,84.0,"[{'id': 27, 'name': 'PC', 'shortName': 'PC', 'releaseDate': '2023-08-29T00:00:00.000Z', 'displayRelease': '2023-08-29'}, {'id': 32, 'name': 'Nintendo Switch', 'shortName': 'Switch', 'releaseDate': '2023-08-29T00:00:00.000Z', 'displayRelease': '2023-08-29'}, {'id': 2, 'name': 'Xbox Series X/S', 'shortName': 'XBXS', 'imageSrc': 'https://c.opencritic.com/images/platforms/xbxs.png', 'releaseDate': '2023-08-29T00:00:00.000Z', 'displayRelease': '2023-08-29'}, {'id': 3, 'name': 'PlayStation 5', 'shortName': 'PS5', 'imageSrc': 'https://c.opencritic.com/images/platforms/ps5.png', 'releaseDate': '2023-08-29T00:00:00.000Z', 'displayRelease': '2023-08-29'}, {'id': 7, 'name': 'Xbox One', 'shortName': 'XB1', 'imageSrc': 'https://c.opencritic.com/images/platforms/xb1.png', 'releaseDate': '2023-08-29T00:00:00.000Z', 'displayRelease': '2023-08-29'}, {'id': 6, 'name': 'PlayStation 4', 'shortName': 'PS4', 'imageSrc': 'https://c.opencritic.com/images/platforms/ps4.png', 'releaseDate': '2023-08-29T00:00:00.000Z', 'displayRelease': '2023-08-29'}]",11/17/2011,0.0,Sea of Stars,76454.0,,Sea Stars,Sea of Stars,False,Sea of Stars,0.0,Sabotage Studio,1064.0,0.0,218.0,,,447.0,2171.0,[],,155566.0,0.0,,"Nintendo Switch, PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S",80.0,1000.0,,1.0,90.0,8/1/2023,,0.0,100973.0,98.0,"[839, 1228, 1953, 2385, 2759, 4247, 4400, 4440, 4787, 4940, 5151, 5359, 5596, 5628, 6844]",0.0,11/17/2011,2023-08-29T00:00:00.000Z,,127828.0,0.0,87.0,Sea of Stars,401.0,59626.0,779.0,792.0,[219829],True,3.585308159,{'value': 'E10+'},1627.0,1321488000.0,81.0,,,96.89922481,https://www.metacritic.com/game/sea-of-stars/,,JRPG,76454_Sea_of_Stars.jpg,PC,,2691.0,1.0,,204.0,game,"Sea of Stars is a turn-based RPG inspired by the classics. A prequel story set in The Messenger's universe, it tells the story of two Children of the Solstice who will combine the powers of the sun and moon to perform Eclipse Magic, the only force capable of fending off the monstrous creations of the evil alchemist known as The Fleshmanc...",Mighty,0.8688,2023.0,0.0,15003.0,0.0,0.0,1.0,1.0
,0.0,11.0,,,2D Platformer,1.0,,4762.0,0.0,,0.0,{},1200.0,[],,,0.0,0.0,{},"[25636, 57296, 57372, 87622, 95340, 100800, 103292, 105233, 109277, 113895]",1290.712620046542,350.0,8.0,14976.0,[],,86.0,,12/21/2011,0.0,Mega Man X,5843.0,,Mega Man X,,,,0.0,Capcom,747.0,0.0,70.0,,,255.0,1911.0,[1],,15250.0,27.0,2.0,"Mobile, PC, Super Nintendo",,1000.0,,1.0,,,,0.0,12731.0,,[],0.0,12/21/2011,,,14620.0,0.0,,Mega Man X,207.0,88645.0,123.0,127.0,,,3.652797745,,585.0,1324425600.0,,90.0,,,,,2D Platformer,5843_Mega_Man_X.png,,,1027.0,1.0,Rockman X,205.0,game,,,,1993.0,0.0,,0.0,0.0,1.0,1.0
,0.0,11.0,1/1/2002,,2D Platformer,1.0,,4752.0,1.0,,0.0,{},851.90645104966,[590],,,0.0,0.0,{},"[20342, 23556, 24426, 29032, 55190, 57187, 87622, 100800, 113895, 120184]",883.2217009123677,99.66238115706174,10.0,17428.0,[8],2002-02-03T00:00:00,70.0,,12/31/2011,0.0,Sonic Advance,8745.0,,Sonic Advance,,,,17.0,Sonic Team,305.0,1.0,58.0,,,22.0,852.0,[1],,22945.0,1.0,,"Game Boy Advance, N-Gage, Nintendo DS",78.0,897.3353273928789,,1.0,,,,1.0,7205.0,,[],0.0,12/31/2011,,[1],8594.0,1.0,87.0,Sonic Advance,174.0,197616.0,18.0,123.0,[167671],,3.371897654,,214.0,1325289600.0,,,3.0,,https://www.metacritic.com/game/sonic-advance/,,2D Platformer,8745_Sonic_Advance.png,PC,,397.0,1.0,Sonic N,206.0,game,"Sonic is back to save the world! The evil Dr. Eggman is at it again, with a brand new scheme to trip up Sonic and his pals. Maneuver your way through obstacles, puzzles and traps to collect the chaos emeralds and defeat the vile Dr. Eggman before it's too late!",,,2001.0,0.0,,0.0,0.0,1.0,1.0
,1.0,9.0,,,Action Adventure,1.0,91.62376238,4740.0,0.0,136.0,0.0,{},1200.0,[],"[34134, 34135]",,0.0,0.0,{},"[20342, 24426, 25222, 28070, 55173, 55190, 55984, 56033, 89597, 106992]",1295.4247139914805,350.0,36.0,34069.0,"[8, 9, 31]",2018-02-06T00:00:00,82.0,"[{'id': 6, 'name': 'PlayStation 4', 'shortName': 'PS4', 'imageSrc': 'https://c.opencritic.com/images/platforms/ps4.png', 'releaseDate': '2018-02-06T00:00:00.000Z'}, {'id': 3, 'name': 'PlayStation 5', 'shortName': 'PS5', 'imageSrc': 'https://c.opencritic.com/images/platforms/ps5.png', 'releaseDate': '2020-11-12T00:00:00.000Z'}]",1/12/2012,0.0,Shadow of the Colossus,52731.0,,Shadow of the Colossus,,False,,0.0,Bluepoint Games,1686.0,0.0,292.0,,,100.0,4061.0,"[31, 38]",,97393.0,12.0,38.0,PlayStation 4,78.0,1000.0,,1.0,90.0,,,0.0,25808.0,100.0,[472],0.0,1/12/2012,2018-02-06T00:00:00.000Z,[1],29831.0,0.0,91.0,Shadow of the Colossus,1267.0,139896.0,429.0,346.0,"[122709, 122711, 181341]",True,3.995916997,{'imageSrc': 'http://www.esrb.org/images/ratingsymbol_t.png'},1796.0,1326326400.0,107.0,84.09835945,,95.45454545,https://www.metacritic.com/game/shadow-of-the-colossus/,,Action Adventure,52731_Shadow_of_the_Colossus_(2018).jpg,PC,,4294.0,1.0,,207.0,game,"(Also known as ""Wanda and the Colossus"" or ""Wanda to Kyozou"" in Japan)  In Shadow of the Colossus, players take the role of a young man seeking the truth of an ancient tale of power hidden in a mystical land. Shadow of the Colossus is a majestic journey through ancient lands to seek out and destroy gigantic mythical beasts. With a trusty...",Mighty,,2018.0,0.0,5118.0,0.0,1.0,1.0,1.0
,0.0,0.0,1/1/2015,,Turn-Based Tactics,1.0,,4642.0,1.0,,0.0,{},1516.5314956599518,[],"[47239, 47240, 99973, 139045, 139046, 189959]",,0.0,7800.0,{},"[1439, 2365, 9278, 10297, 14394, 19133, 22387, 26845, 27092, 36198]",1505.6249487482269,87.7670055869707,23.0,176165.0,"[12, 15]",2013-02-04T00:00:00,86.0,,4/19/2012,0.0,Fire Emblem: Awakening,3556.0,,Fire Emblem Awakening,,,,22.0,Intelligent Systems,1738.0,1.0,199.0,,,144.0,4264.0,"[1, 17]",,391400.0,4.0,239.0,Nintendo 3DS,90.0,1090.444321257823,,1.0,,,12.0,1.0,110464.0,,"[78, 226, 415, 558, 578, 826, 1881, 1923, 2606, 2639, 4134, 4248, 4249, 4287, 4359, 4388, 4510, 4622, 4862, 4869, 5307, 5591, 5818, 7303, 7605, 7693, 9628, 39404]",1.0,4/19/2012,,[1],161116.0,0.0,92.0,Fire Emblem Awakening,705.0,1443.0,1102.0,237.0,"[3106, 51776, 264417]",,4.119754458,,1951.0,1334793600.0,,85.73724535,4.0,,https://www.metacritic.com/game/fire-emblem-awakening/,,TurnBased Tactics,3556_Fire_Emblem_Awakening.png,PC,90.3,2989.0,1.0,,208.0,game,"Lead an army of soldiers in a series of scaled turn-based strategy battles. In the process, develop relationships with your team, utilizing their special abilities on the battlefield to gain victory and advance the story, which features a wide array of characters from a variety of nations and backgrounds. They can be joined by a characte...",,,2012.0,0.0,,0.0,0.0,1.0,1.0
,0.0,0.0,1/1/2014,,Survival,1.0,,4593.0,1.0,,0.0,{},900.833320694359,[],"[4383, 42263, 69046]",,0.0,0.0,{},"[17379, 19301, 25311, 26145, 26574, 35994, 44076, 51945, 105049, 109339]",903.6521778248314,111.4848860999554,0.0,74282.0,"[12, 13, 15, 31]",2012-09-25T00:00:00,72.0,,6/7/2012,0.0,Tokyo Jungle,10415.0,,Tokyo Jungle,,,,14.0,Crispy's,66.0,1.0,79.0,,,7.0,105.0,"[1, 21, 23, 27, 33]",,76721.0,0.0,25.0,PlayStation 3,81.0,913.4940406782364,,1.0,,,8.0,1.0,55071.0,,"[69, 558, 623, 770, 902, 926, 1115, 1317, 2672, 4134, 4170, 4231, 4239, 4245, 4247, 4285, 4286, 4329, 4333, 4341, 4359, 4410, 4492, 4530, 4544, 4622, 4683, 4869, 5518, 5523, 5885, 5896, 5909, 6295, 6844, 7335, 7503, 10488, 11278, 11478]",0.0,6/7/2012,,"[1, 2]",64149.0,1.0,74.0,Tokyo Jungle,17.0,7467.0,14.0,10.0,"[17620, 17621, 185896]",,3.081440185,,38.0,1339027200.0,,73.32366953,3.0,,https://www.metacritic.com/game/tokyo-jungle/,,Survival,10415_Tokyo_Jungle.jpg,PC,72.14285714,584.0,1.0,,209.0,game,"A hunting game for the PlayStation 3 is finally here! The story takes place in the year 20XX, where you are an animal fighting for survival in the deserted city of Tokyo which was once a lively metropolis. At times, you can be a Pomeranian who has given up a domesticated life for its independence, be a racehorse on a mission to find fell...",,,2012.0,0.0,,0.0,0.0,1.0,1.0
Persona 4 Golden,0.0,10.0,,Persona 4 Golden,JRPG,1.0,88.31372549,4585.0,0.0,87.0,0.0,{},1200.0,[],"[32030, 115012, 115013, 176427, 186158, 189485, 192328]",,0.0,0.0,{},"[421, 533, 832, 6990, 7194, 7364, 7842, 9577, 9600, 9927]",1632.8348313178196,350.0,231.0,303020.0,"[12, 31, 34]",2012-11-20T00:00:00,91.0,"[{'id': 27, 'name': 'PC', 'shortName': 'PC', 'imageSrc': 'https://c.opencritic.com/images/platforms/pc.png', 'releaseDate': '2020-06-13T00:00:00.000Z'}, {'id': 3, 'name': 'PlayStation 5', 'shortName': 'PS5', 'imageSrc': 'https://c.opencritic.com/images/platforms/ps5.png', 'releaseDate': '2023-01-19T00:00:00.000Z'}, {'id': 2, 'name': 'Xbox Series X/S', 'shortName': 'XBXS', 'imageSrc': 'https://c.opencritic.com/images/platforms/xbxs.png', 'releaseDate': '2023-01-19T00:00:00.000Z'}, {'id': 7, 'name': 'Xbox One', 'shortName': 'XB1', 'imageSrc': 'https://c.opencritic.com/images/platforms/xb1.png', 'releaseDate': '2023-01-19T00:00:00.000Z'}, {'id': 6, 'name': 'PlayStation 4', 'shortName': 'PS4', 'imageSrc': 'https://c.opencritic.com/images/platforms/ps4.png', 'releaseDate': '2023-01-19T00:00:00.000Z'}, {'id': 32, 'name': 'Nintendo Switch', 'shortName': 'Switch', 'imageSrc': 'https://c.opencritic.com/images/platforms/switch.png', 'releaseDate': '2023-01-19T00:00:00.000Z'}]",6/15/2012,0.0,Persona 4 Golden,6974.0,,Persona 4 Golden,Persona 4 Golden,False,Persona 4 Golden,0.0,Atlus,2950.0,0.0,364.0,,,436.0,7600.0,"[17, 27, 31]",,486452.0,5.0,493.0,"Nintendo Switch, PC, PlayStation 4, PlayStation Vita, Xbox One, Xbox Series X/S",91.0,1000.0,,1.0,90.0,6/1/2020,17.0,0.0,243491.0,98.0,"[43, 58, 78, 103, 140, 215, 221, 225, 226, 236, 244, 358, 415, 497, 508, 509, 521, 545, 558, 575, 758, 1186, 1305, 1313, 1523, 1669, 1821, 2016, 2242, 2452, 2824, 4134, 4168, 4179, 4241, 4245, 4284, 4329, 4349, 4353, 4359, 4388, 4406, 4468, 4541, 4622, 4709, 4710, 4787, 4850, 4855, 5018, 5029, 5264, 5328, 5329, 5397, 5399, 5400, 5518, 5735, 6007, 6020, 6064, 6084, 6117, 6368, 6391, 6392, 6469, 6471, 6648, 6663, 7112, 7117, 7166, 7387, 7403, 7423, 7503, 8866, 9318, 9331, 9404, 9453, 9637, 10006, 11113, 11789, 17436, 25496]",0.0,6/15/2012,2020-06-13T00:00:00.000Z,[1],294889.0,0.0,93.0,Persona 4 Golden,1455.0,2985.0,2302.0,1758.0,"[24863, 202639, 202651]",True,4.568065661,{'value': 'M'},4193.0,1339718400.0,59.0,94.78998077,,96.2962963,https://www.metacritic.com/game/persona-4-golden/,1.0,JRPG,6974_Persona_4_Golden.jpg,PC,85.91666667,9125.0,1.0,,210.0,game,Persona 4: The Golden is a remastered version of PS2 classic Shin Megami Tensei: Persona 4.,Mighty,0.9544,2012.0,0.0,9636.0,0.0,0.0,1.0,1.0
,0.0,0.0,1/1/2012,,Trainer RPG,1.0,,4577.0,1.0,,0.0,{},1149.7137990746205,[],"[44414, 48889, 190999]",,0.0,61800.0,{},"[1560, 2287, 14394, 22387, 24426, 27209, 28168, 36198, 55038, 96217]",1189.0581155925888,108.58487252031988,26.0,221213.0,"[12, 16, 31]",2011-03-06T00:00:00,83.0,,6/23/2012,6.0,Pokémon Black and White,7140.0,,Pokémon White Version 2,,,,13.0,Game Freak,1928.0,1.0,214.0,,,109.0,5619.0,"[1, 17, 18, 35]",,571349.0,9.0,150.0,"Nintendo 3DS, Nintendo DS",80.0,983.9113202089428,,1.0,,,3.0,1.0,115405.0,,"[78, 98, 249, 391, 415, 511, 521, 1033, 2071, 4353, 5323, 5518, 6248, 6653, 6780, 7387, 7403, 7503, 7693, 7741, 7742, 8025, 8356, 8362, 8399, 8518, 8784, 9678, 9927, 11396]",3.0,6/23/2012,,"[1, 2]",169353.0,1.0,87.0,Pokemon White Version,807.0,8353.0,547.0,352.0,"[20643, 20644, 20645]",,3.506917974,,1463.0,1340409600.0,,81.70965976,4.0,,https://www.metacritic.com/game/pokemon-white-version/,,Trainer RPG,7140_Pokmon_Black_and_White.png,PC,80.0,1761.0,1.0,Pokemon Black and White,211.0,game,"Pok&eacute;mon Black Version and Pok&eacute;mon White Version feature new Pok&eacute;mon that players can catch, train and battle as they progress through the game, and some Pok&eacute;mon can only be caught in one version of the game. For example, the Legendary Pok&eacute;mon Reshiram can only be caught in Pok&eacute;mon Black Version, ...",,,2010.0,0.0,,30675.0,0.0,1.0,1.0
,0.0,0.0,1/1/2013,,Trainer RPG,1.0,,4577.0,1.0,,0.0,{},1190.7798982385916,[],"[48890, 190304]",,0.0,36000.0,{},"[1521, 25311, 55038, 81249, 96217, 103303, 105269, 106987, 113360, 115653]",1196.0927787680105,96.86106573022664,20.0,231327.0,"[12, 16, 31]",2012-10-07T00:00:00,84.0,,6/23/2012,2.0,Pokémon Black and White 2,7141.0,,Pokémon Black Version 2,,,,18.0,Game Freak,1287.0,1.0,149.0,,,57.0,3484.0,"[1, 17, 18, 35]",,666596.0,5.0,157.0,Nintendo DS,83.0,954.940135818885,,1.0,,,7.0,1.0,123323.0,,[247],1.0,6/23/2012,,"[1, 2]",179017.0,1.0,80.0,Pokemon Black Version 2,503.0,8284.0,410.0,265.0,"[20226, 20227, 20228]",,3.470982846,,970.0,1340409600.0,,83.21697629,3.0,,https://www.metacritic.com/game/pokemon-black-version-2/,,Trainer RPG,7141_Pokmon_Black_and_White_2.png,PC,82.28571429,1770.0,1.0,Pokemon Black and White 2,212.0,game,"In the Pokemon Black Version 2 game, players can explore new areas, discover gyms with new leaders and see how everything has changed in the last two years.",,,2012.0,0.0,,54000.0,0.0,1.0,1.0
,0.0,9.0,1/1/2019,,3D Platformer,1.0,86.09722222,4573.0,1.0,88.0,0.0,{},1233.121462173193,[],"[142699, 142700]",,0.0,46200.0,{},"[19164, 28070, 55038, 55190, 57187, 103292, 103301, 105269, 106805, 107318]",1175.5095170518114,99.65394944537238,25.0,47959.0,"[5, 8, 31]",2016-04-12T00:00:00,78.0,"[{'id': 6, 'name': 'PlayStation 4', 'shortName': 'PS4', 'imageSrc': 'https://c.opencritic.com/images/platforms/ps4.png', 'releaseDate': '2016-04-12T00:00:00.000Z', 'displayRelease': None}, {'id': 3, 'name': 'PlayStation 5', 'shortName': 'PS5', 'imageSrc': 'https://c.opencritic.com/images/platforms/ps5.png', 'releaseDate': '2020-11-12T00:00:00.000Z'}]",6/27/2012,0.0,Ratchet & Clank,35859.0,,Ratchet & Clank,,False,,15.0,Insomniac Games,2051.0,0.0,196.0,,,467.0,5609.0,"[1, 18, 27]",,85245.0,8.0,10.0,PlayStation 4,83.0,1036.1742629618295,,1.0,90.0,,,1.0,36768.0,96.0,[4397],1.0,6/27/2012,2016-04-12T00:00:00.000Z,[1],48012.0,0.0,85.0,Ratchet & Clank,854.0,253141.0,871.0,277.0,"[219552, 219553, 220737, 220738]",True,3.34949613,{'imageSrc': 'http://www.esrb.org/images/ratingsymbol_e10.png'},2192.0,1340755200.0,75.0,73.41653296,3.5,92.04545455,https://www.metacritic.com/game/ratchet-and-clank-ps4/,,3D Platformer,35859_Ratchet_&_Clank_(2016).jpg,PC,,3401.0,1.0,Ratchet and Clank (2016),213.0,game,"Play the game, based on the movie, based on the game. Ratchet & Clank (PS4) is a new game based on elements from the original Ratchet & Clank (PS2). Developed alongside the major motion CG-animated picture coming to theatres in 2016, Ratchet & Clank (PS4) marks the PlayStation 4 debut of PlayStation's greatest heroes. Join Ratchet, Clank...",Mighty,,2016.0,0.0,2048.0,0.0,1.0,1.0,1.0
,1.0,9.0,1/1/2005,,3D Platformer,1.0,,4573.0,1.0,,0.0,{},1526.777323816668,[],[142690],,0.0,0.0,{},"[19164, 28070, 55038, 55190, 57187, 103292, 103301, 105269, 106805, 107318]",1493.6271276901634,99.56225172595896,7.0,64455.0,"[5, 8, 31]",2003-11-11T00:00:00,83.0,,6/27/2012,0.0,Ratchet & Clank: Going Commando,7594.0,,Ratchet & Clank: Going Commando,,,,18.0,Insomniac Games,585.0,1.0,56.0,,,121.0,1695.0,"[1, 18, 27]",,101474.0,4.0,7.0,"Emulated, PlayStation 2, PlayStation 3, PlayStation Vita",88.0,1069.4123554175956,,1.0,,,,1.0,47615.0,,[574],0.0,6/27/2012,,[1],62229.0,1.0,90.0,Ratchet & Clank: Going Commando,205.0,253138.0,201.0,106.0,"[219541, 219542, 220735, 220736]",,4.31516847,,527.0,1340755200.0,,81.71845661,4.5,,https://www.metacritic.com/game/ratchet-and-clank-going-commando/,,3D Platformer,Ratchet_and_clank_gc_image.jpg,PC,,1156.0,1.0,Ratchet & Clank 2,214.0,game,"From the creators of the critically acclaimed smash hit Ratchet & Clank, Insomniac Games, comes the next installment of the most exciting sci-fi action adventure ever. Ratchet & Clank: Going Commando features an enhanced health damage system and weapons upgrade system, beautiful diverse environments, a compelling storyline and a unique a...",,,2003.0,0.0,,0.0,0.0,1.0,1.0
